pupID,litter,sex,treatment,outcome,challenge.time,weight.challenge,weight,ch.weight,pch.weight,time,hr.post.challenge ,visit,score.overall,score.left,score.right,rights.mobile.overall,rights.shakey.overall,rights.lethargic.overall,rights.nonmobile.overall,ftr.one.side.overall,ftr.mobile.hips.over,ftr.lethargic.hips.overall,ftr.lethargic.two.visits.overall,ftr.nonmobile.hips.overall,rights.mobile.left,rights.shakey.left,rights.lethargic.left,rights.nonmobile.left,rights.only.left,ftr.mobile.hips.left,ftr.lethargic.hips.left,ftr.lethargic.two.visits.left,ftr.nonmobile.hips.left,rights.mobile.right,rights.shakey.right,rights.lethargic.right,rights.nonmobile.right,rightss.only.right,ftr.mobile.hips.right,ftr.lethargic.hips.right,ftr.lethargic.two.visits.right,ftr.nonmobile.hips.right,obs.found.dead,observations
2015.10.10_G5_M6 (F)_saline_new.0.95,13,F,saline,found.dead,2015.10.17 19:20,3.78,3.59,-0.19,-5.026455026,2015.10.18 19:25,24.08333333,v3,4,5,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.10_G5_M8 (M)_saline_new.0.95,13,M,saline,live,2015.10.17 19:20,3.8,3.6,-0.2,-5.263157895,2015.10.18 19:25,24.08333333,v3,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2015.10.10_G5_M9 (F)_saline_new.0.95,13,F,saline,live,2015.10.17 19:20,3.38,3.59,0.21,6.213017751,2015.10.18 19:25,24.08333333,v3,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,may have challenged subcutaneously by accident
2015.10.11_G7_M1 (F)_BCG_old.0.95,14,F,BCG,live,2015.10.18 18:25,5.75,5.37,-0.38,-6.608695652,2015.10.19 19:45,25.33333333,v3,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.11_G7_M3 (F)_Sauton_old.0.95,14,F,Sauton,live,2015.10.18 18:25,5.93,5.67,-0.26,-4.384485666,2015.10.19 19:45,25.33333333,v3,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2015.10.12_G8_M1 (M)_saline_new.1.0,15,M,saline,die,2015.10.19 18:35,4.16,3.9,-0.26,-6.25,2015.10.20 18:45,24.16666667,v3,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.12_G8_M2 (M)_saline_new.1.0,15,M,saline,die,2015.10.19 18:35,4.75,4.32,-0.43,-9.052631579,2015.10.20 18:45,24.16666667,v3,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.12_G8_M3 (F)_saline_new.1.0,15,F,saline,die,2015.10.19 18:35,4.67,4.38,-0.29,-6.209850107,2015.10.20 18:45,24.16666667,v3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
2015.10.12_G8_M4 (M)_saline_new.1.0,15,M,saline,die,2015.10.19 18:35,4.7,4.3,-0.4,-8.510638298,2015.10.20 18:45,24.16666667,v3,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.12_G8_M5 (M)_saline_new.1.1,15,M,saline,die,2015.10.19 18:35,4.54,4.3,-0.24,-5.286343612,2015.10.20 18:45,24.16666667,v3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
2015.10.12_G8_M6 (F)_saline_new.1.1,15,F,saline,die,2015.10.19 18:35,4.64,4.32,-0.32,-6.896551724,2015.10.20 18:45,24.16666667,v3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
2015.10.12_G8_M7 (M)_saline_new.1.1,15,M,saline,die,2015.10.19 18:35,4.63,4.35,-0.28,-6.047516199,2015.10.20 18:45,24.16666667,v3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
2015.10.12_G9_M1 (M)_BCG_NA,16,M,BCG,die,2015.10.19 19:15,4.8,4.68,-0.12,-2.5,2015.10.20 18:55,23.66666667,v3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,
2015.10.12_G9_M2 (F)_BCG_NA,16,F,BCG,die,2015.10.19 19:15,4.39,4.33,-0.06,-1.366742597,2015.10.20 18:55,23.66666667,v3,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.12_G9_M3 (F)_Saut_NA,16,F,Sauton,die,2015.10.19 19:15,4.54,4.22,-0.32,-7.04845815,2015.10.20 18:55,23.66666667,v3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,
2015.10.12_G9_M4 (F)_Saut_NA,16,F,Sauton,die,2015.10.19 19:15,4.36,4.19,-0.17,-3.899082569,2015.10.20 18:55,23.66666667,v3,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.25_G2_M1 (F)_Sauton_old.0.95,17,F,Sauton,die,2015.11.02 14:10,4.37,,,,2015.11.03 17:55,24.83333333,v3,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.25_G2_M10 (F)_BCG_old.0.95,17,F,BCG,found.dead,2015.11.02 14:10,4.11,,,,2015.11.03 17:55,24.83333333,v3,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.25_G2_M11 (M)_BCG_old.0.95,17,M,BCG,found.dead,2015.11.02 14:10,4.41,,,,2015.11.03 17:55,24.83333333,v3,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.25_G2_M2 (M)_Sauton_old.0.95,17,M,Sauton,die,2015.11.02 14:10,3.49,,,,2015.11.03 17:55,24.83333333,v3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,
2015.10.25_G2_M3 (F)_Sauton_old.0.95,17,F,Sauton,found.dead,2015.11.02 14:10,4.32,,,,2015.11.03 17:55,24.83333333,v3,4,5,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.25_G2_M4 (M)_Sauton_old.0.95,17,M,Sauton,die,2015.11.02 14:10,4.1,,,,2015.11.03 17:55,24.83333333,v3,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.25_G2_M5 (F)_Sauton_old.0.95,17,F,Sauton,found.dead,2015.11.02 14:10,4.71,,,,2015.11.03 17:55,24.83333333,v3,4,5,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.25_G2_M6 (M)_Sauton_old.0.95,17,M,Sauton,found.dead,2015.11.02 14:10,5.49,,,,2015.11.03 17:55,24.83333333,v3,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2015.10.25_G2_M7 (M)_BCG_old.0.95,17,M,BCG,die,2015.11.02 14:10,3.8,,,,2015.11.03 17:55,24.83333333,v3,4,5,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.25_G2_M8 (F)_BCG_old.0.95,17,F,BCG,found.dead,2015.11.02 14:10,4.45,,,,2015.11.03 17:55,24.83333333,v3,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.25_G2_M9 (M)_BCG_old.0.95,17,M,BCG,found.dead,2015.11.02 14:10,4.06,,,,2015.11.03 17:55,24.83333333,v3,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.27_G6_M1 (F)_BCG_old.0.95,18,F,BCG,live,2015.11.04 17:45,4.79,4.42,-0.37,-7.724425887,2015.11.05 17:40,23.91666667,v3,4,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,
2015.10.27_G6_M2 (M)_BCG_old.0.95,18,M,BCG,live,2015.11.04 17:45,4.72,4.62,-0.1,-2.118644068,2015.11.05 17:40,23.91666667,v3,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.27_G6_M3 (F)_BCG_old.0.95,18,F,BCG,live,2015.11.04 17:45,4.89,4.56,-0.33,-6.748466258,2015.11.05 17:40,23.91666667,v3,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2015.10.27_G6_M4 (F)_Sauton_old.0.95,18,F,Sauton,live,2015.11.04 17:45,4.92,4.8,-0.12,-2.43902439,2015.11.05 17:40,23.91666667,v3,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,diarrhea
2015.10.27_G6_M5 (F)_Sauton_old.0.95,18,F,Sauton,found.dead,2015.11.04 17:45,4.68,4.35,-0.33,-7.051282051,2015.11.05 17:40,23.91666667,v3,FD,FD,FD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
2015.10.27_G6_M6 (F)_Sauton_old.0.95,18,F,Sauton,found.dead,2015.11.04 17:45,4.7,4.35,-0.35,-7.446808511,2015.11.05 17:40,23.91666667,v3,4,6,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.09_G1_M1 (M)_BCG_new.0.95,20,M,BCG,die,2015.11.16 17:20,4.01,3.75,-0.26,-6.483790524,2015.11.17 18:20,23.75,v3,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.09_G1_M2 (M)_BCG_new.0.95,20,M,BCG,found.dead,2015.11.16 17:20,3.83,3.63,-0.2,-5.221932115,2015.11.17 18:20,23.75,v3,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.09_G1_M5 (M)_Sauton_new.0.95,20,M,Sauton,die,2015.11.16 17:20,4.07,3.81,-0.26,-6.388206388,2015.11.17 18:20,23.75,v3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,diarrhea
2015.11.09_G1_M6 (M)_Sauton_new.0.95,20,M,Sauton,die,2015.11.16 17:20,4.08,3.83,-0.25,-6.12745098,2015.11.17 18:20,23.75,v3,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.09_G1_M7 (F)_Sauton_new.0.95,20,F,Sauton,found.dead,2015.11.16 17:20,3.96,3.7,-0.26,-6.565656566,2015.11.17 18:20,23.75,v3,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.09_G1_M8 (F)_Sauton_new.0.95,20,F,Sauton,found.dead,2015.11.16 17:20,3.95,3.68,-0.27,-6.835443038,2015.11.17 18:20,23.75,v3,4,5,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,subcut. Injection
2015.11.10_G2_M1 (M)_Sauton_new.0.95,21,M,Sauton,live,2015.11.18 17:55,3.23,3.14,-0.09,-2.786377709,2015.11.19 18:30,23.92,v3,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2015.11.10_G2_M3 (M)_Sauton_new.0.95,21,M,Sauton,found.dead,2015.11.18 17:55,3.17,3,-0.17,-5.362776025,2015.11.19 18:30,23.92,v3,3,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.10_G2_M4 (F)_Sauton_new.0.95,21,F,Sauton,found.dead,2015.11.18 17:55,3.4,3.13,-0.27,-7.941176471,2015.11.19 18:30,23.92,v3,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.11.10_G2_M5 (F)_BCG_new.0.95,21,F,BCG,live,2015.11.18 17:55,3.31,2.98,-0.33,-9.96978852,2015.11.19 18:30,23.92,v3,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,diarrhea
2015.11.10_G2_M6 (M)_BCG_new.0.95,21,M,BCG,live,2015.11.18 17:55,3.43,3.18,-0.25,-7.288629738,2015.11.19 18:30,23.92,v3,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.11.10_G2_M7 (F)_BCG_new.0.95,21,F,BCG,live,2015.11.18 17:55,3.44,3.22,-0.22,-6.395348837,2015.11.19 18:30,23.92,v3,3,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.10_G2_M8 (M)_BCG_new.0.95,21,M,BCG,live,2015.11.18 17:55,3.13,3.08,-0.05,-1.597444089,2015.11.19 18:30,23.92,v3,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2015.11.10_G3_M1 (M)_BCG_new.0.95,22,M,BCG,found.dead,2015.11.19 18:10,3.68,3.41,-0.27,-7.336956522,2015.11.20 18:10,24,v3,4,6,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
2015.11.10_G3_M2 (F)_BCG_new.0.95,22,F,BCG,die,2015.11.19 18:10,3.78,3.45,-0.33,-8.73015873,2015.11.20 18:10,24,v3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,
2015.11.10_G3_M3 (M)_BCG_new.0.95,22,M,BCG,live,2015.11.19 18:10,3.65,3.89,0.24,6.575342466,2015.11.20 18:10,24,v3,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2015.11.10_G3_M4 (F)_BCG_new.0.95,22,F,BCG,found.dead,2015.11.19 18:10,3.58,3.33,-0.25,-6.983240223,2015.11.20 18:10,24,v3,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.10_G3_M5 (F)_Sauton_new.0.95,22,F,Sauton,found.dead,2015.11.19 18:10,3.8,3.53,-0.27,-7.105263158,2015.11.20 18:10,24,v3,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
2015.11.30_G4_M1 (F)_Sauton_new.0.95,23,F,Sauton,die,2015.12.07 17:55,3.61,3.36,-0.25,-6.925207756,2015.12.08 17:30,23.58,v3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,
2015.11.30_G4_M2 (M)_Sauton_new.0.95,23,M,Sauton,live,2015.12.07 17:55,3.75,4.23,0.48,12.8,2015.12.08 17:30,23.58,v3,8,8,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
2015.11.30_G4_M4 (M)_BCG_new.0.95,23,M,BCG,live,2015.12.07 17:55,3.71,3.82,0.11,2.964959569,2015.12.08 17:30,23.58,v3,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2015.11.30_G4_M5 (M)_new.BCG_new.0.95,23,M,new.BCG,live,2015.12.07 17:55,3.66,3.62,-0.04,-1.092896175,2015.12.08 17:30,23.58,v3,8,8,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
2015.11.30_G4_M6 (M)_new.BCG_new.0.95,23,M,new.BCG,live,2015.12.07 17:55,3.53,3.4,-0.13,-3.682719547,2015.12.08 17:30,23.58,v3,7,7,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.11.30_G5_M2 (F)_Sauton_new.0.95,24,F,Sauton,live,2015.12.07 18:20,4.65,4.64,-0.01,-0.215053763,2015.12.08 17:50,23.5,v3,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2015.11.30_G5_M3 (M)_BCG_new.0.95,24,M,BCG,found.dead,2015.12.07 18:20,4.6,,,,2015.12.08 17:50,23.5,v3,FD,FD,FD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
2015.11.30_G5_M4 (F)_BCG_new.0.95,24,F,BCG,live,2015.12.07 18:20,4.62,4.29,-0.33,-7.142857143,2015.12.08 17:50,23.5,v3,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.11.30_G5_M5 (F)_new.BCG_new.0.95,24,F,new.BCG,live,2015.12.07 18:20,3.9,3.65,-0.25,-6.41025641,2015.12.08 17:50,23.5,v3,4,6,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.30_G5_M6 (M)_new.BCG_new.0.95,24,M,new.BCG,live,2015.12.07 18:20,4.65,4.17,-0.48,-10.32258065,2015.12.08 17:50,23.5,v3,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2015.11.30_G5_M7 (F)_new.BCG_new.0.95,24,F,new.BCG,live,2015.12.07 18:20,4.54,4.28,-0.26,-5.726872247,2015.12.08 17:50,23.5,v3,4,6,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.30_G6_M2 (F)_new.BCG_new.0.95,25,F,new.BCG,live,2015.12.07 18:45,4.25,3.83,-0.42,-9.882352941,2015.12.08 18:00,23.25,v3,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.30_G6_M3 (F)_new.BCG_new.0.95,25,F,new.BCG,found.dead,2015.12.07 18:45,3.72,3.48,-0.24,-6.451612903,2015.12.08 18:00,23.25,v3,FD,FD,FD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
2015.11.30_G6_M6 (F)_BCG_new.0.95,25,F,BCG,live,2015.12.07 18:45,4.26,4.28,0.02,0.469483568,2015.12.08 18:00,23.25,v3,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2015.11.30_G6_M7 (M)_BCG_new.0.95,25,M,BCG,live,2015.12.07 18:45,3.8,3.54,-0.26,-6.842105263,2015.12.08 18:00,23.25,v3,4,6,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.30_G6_M8 (F)_BCG_new.0.95,25,F,BCG,found.dead,2015.12.07 18:45,4.42,4.11,-0.31,-7.013574661,2015.12.08 18:00,23.25,v3,FD,FD,FD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
